stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,
CAT,2019-12-31,2669000000,1252000000,3000000,171000000,274000000,2132000000,24000000,2497000000,6912000000,44000000,4047000000,402000000,6093000000,2350000000,4538000000,1406000000,1928000000,1025000000,238000000,70000000,#REF!
CAT,2018-12-31,2916000000,1722000000,54000000,1619000000,1579000000,1951000000,13000000,2766000000,6558000000,126000000,3798000000,430000000,6147000000,1588000000,3650000000,1840000000,3212000000,709000000,313000000,134000000,#REF!
CAT,2017-12-31,2336000000,2269000000,9000000,1151000000,1295000000,1831000000,89000000,2877000000,5706000000,38000000,3798000000,1121000000,754000000,774000000,3657000000,2383000000,966000000,1478000000,566000000,175000000,#REF!
CAT,2016-12-31,2928000000,2016000000,31000000,829000000,1109000000,1799000000,20000000,3034000000,5639000000,28000000,3798000000,688000000,67000000,1082000000,3143000000,1313000000,1780000000,200000000,566000000,204000000,#REF!
CAT,2020-03-31,548000000,301000000,500000000,541000000,567000000,35000000,614000000,1130000000,80000000,1043000000,1162000000,1092000000,1042000000,1999000000,365000000,213000000,206000000,,147000000,24000000,#REF!
CAT,2019-12-31,813000000,623000000,256000000,950000000,568000000,13000000,564000000,2434000000,3000000,764000000,356000000,1098000000,189000000,1507000000,353000000,574000000,356000000,,80000000,1000000,#REF!
CAT,2019-09-30,631000000,187000000,593000000,189000000,578000000,3000000,645000000,769000000,37000000,1178000000,477000000,1494000000,1158000000,20000000,1756000000,275000000,803000000,,74000000,1000000,#REF!
CAT,2019-06-30,678000000,351000000,16000000,326000000,492000000,2000000,647000000,2588000000,13000000,1354000000,301000000,1620000000,14000000,1376000000,427000000,898000000,326000000,,24000000,4000000,#REF!
CCI,2019-12-31,2057000000,203000000,24000000,96000000,,2025000000,7000000,1507000000,2698000000,,44000000,75000000,860000000,204000000,692000000,1401000000,2081000000,19000000,,,#REF!
CCI,2018-12-31,1739000000,309000000,31000000,105000000,,1895000000,12000000,1457000000,2500000000,,34000000,27000000,622000000,173000000,733000000,386000000,1793000000,37000000,,,#REF!
CCI,2017-12-31,1217000000,164000000,29000000,71000000,,1539000000,5000000,1203000000,2032000000,,23000000,257000000,366000000,253000000,8192000000,3954000000,10482000000,34000000,,,#REF!
CCI,2016-12-31,874000000,223000000,42000000,59000000,,1283000000,115000000,1073000000,1787000000,,25000000,382000000,357000000,28000000,89000000,65000000,1316000000,207000000,,,#REF!
CCI,2020-03-31,447000000,42000000,102000000,,541000000,8000000,399000000,653000000,1000000,73000000,134000000,185000000,26000000,50000000,564000000,468000000,20000000,,,,#REF!
CCI,2019-12-31,519000000,91000000,70000000,,525000000,10000000,331000000,807000000,1000000,73000000,13000000,131000000,202000000,263000000,262000000,531000000,18000000,,,,#REF!
CCI,2019-09-30,540000000,32000000,77000000,,499000000,2000000,389000000,664000000,1000000,1000000,104000000,272000000,16000000,228000000,282000000,540000000,31000000,,,,#REF!
CCI,2019-06-30,518000000,41000000,46000000,,496000000,2000000,393000000,715000000,1000000,1000000,21000000,246000000,70000000,173000000,328000000,521000000,11000000,,,,#REF!
CI,2019-12-31,1050000000,87000000,249000000,713000000,149000000,,11000000,2767000000,9485000000,8000000,1987000000,1556000000,5104000000,136000000,7187000000,5175000000,734000000,1343000000,224000000,588000000,#REF!
CI,2018-12-31,528000000,261000000,423000000,705000000,107000000,,12000000,356000000,3770000000,24000000,342000000,883000000,2637000000,753000000,23515000000,24212000000,26378000000,332000000,68000000,1286000000,#REF!
CI,2017-12-31,471000000,518000000,155000000,233000000,72000000,,1703000000,250000000,4086000000,55000000,2725000000,213000000,2237000000,374000000,2651000000,98000000,1703000000,696000000,131000000,928000000,#REF!
CI,2016-12-31,461000000,15000000,26000000,663000000,30000000,,101000000,287000000,4026000000,10000000,139000000,1217000000,1867000000,670000000,225000000,148000000,2574000000,171000000,36000000,2159000000,#REF!
CI,2020-03-31,267000000,264000000,1056000000,96000000,,37000000,693000000,1887000000,37000000,956000000,237000000,1181000000,401000000,1818000000,1111000000,269000000,308000000,153000000,44000000,96000000,#REF!
CI,2019-12-31,310000000,305000000,458000000,512000000,,4000000,43000000,2793000000,19000000,447000000,834000000,977000000,682000000,1707000000,1356000000,271000000,1320000000,123000000,251000000,27000000,#REF!
CI,2019-09-30,243000000,139000000,6000000,137000000,,1000000,913000000,2461000000,17000000,674000000,967000000,1351000000,188000000,1173000000,458000000,304000000,393000000,31000000,28000000,72000000,#REF!
CI,2019-06-30,303000000,89000000,769000000,84000000,,6000000,914000000,1039000000,2000000,404000000,1366000000,1408000000,226000000,1773000000,1313000000,634000000,461000000,17000000,316000000,73000000,#REF!
CMCSA,2019-12-31,11069000000,2247000000,5221000000,57000000,,3735000000,140000000,12953000000,25697000000,5000000,504000000,1680000000,13057000000,2156000000,9181000000,10163000000,14841000000,347000000,,1899000000,#REF!
CMCSA,2018-12-31,10234000000,1846000000,550000000,802000000,,3352000000,793000000,11017000000,24297000000,245000000,5320000000,338000000,11731000000,899000000,27140000000,36362000000,50854000000,394000000,,1257000000,#REF!
CMCSA,2017-12-31,9621000000,10072000000,2451000000,869000000,,2883000000,785000000,10130000000,21261000000,245000000,5435000000,156000000,22735000000,836000000,7572000000,3197000000,13533000000,173000000,,2292000000,#REF!
CMCSA,2016-12-31,9157000000,2673000000,473000000,649000000,,2601000000,1720000000,9426000000,19691000000,245000000,5352000000,992000000,8678000000,815000000,434000000,7969000000,18265000000,378000000,,1697000000,#REF!
CMCSA,2020-03-31,2252000000,1273000000,198000000,,977000000,15000000,3264000000,5824000000,77000000,233000000,3020000000,2147000000,331000000,374000000,1842000000,3101000000,727000000,,69000000,258000000,#REF!
CMCSA,2019-12-31,3467000000,617000000,417000000,,957000000,54000000,3177000000,6235000000,36000000,72000000,1987000000,3162000000,1106000000,355000000,4591000000,3929000000,802000000,,202000000,5265000000,#REF!
CMCSA,2019-09-30,2797000000,673000000,65000000,,955000000,12000000,3180000000,5191000000,16000000,82000000,417000000,3217000000,1610000000,2094000000,978000000,3498000000,334000000,,92000000,79000000,#REF!
CMCSA,2019-06-30,2493000000,783000000,154000000,,954000000,25000000,3276000000,7040000000,23000000,103000000,422000000,3125000000,251000000,2407000000,1444000000,4188000000,241000000,,1203000000,94000000,#REF!
CME,2019-12-31,245600000,117600000,53600000,60800000,,1695900000,,473300000,2672800000,,36800000,179400000,2116500000,12700000,2340800000,661700000,152600000,54100000,,93000000,#REF!
CME,2018-12-31,116700000,180200000,14500000,65500000,,2149900000,,248700000,2440800000,,35000000,528800000,1962200000,112500000,1080000000,1119400000,1889600000,32300000,,22500000,#REF!
CME,2017-12-31,81900000,2414800000,39500000,6000000,,1993500000,,208500000,1751100000,,31300000,54300000,4063400000,120600000,1985300000,1119400000,179900000,5100000,,261800000,#REF!
CME,2016-12-31,91800000,40100000,11700000,8100000,,1787200000,,225300000,1732000000,,26800000,165200000,1534100000,37100000,1620500000,130000000,53700000,2600000,,145500000,#REF!
CME,2020-03-31,42800000,36600000,309500000,,1197600000,,112600000,757100000,,19100000,699800000,766200000,47300000,1413900000,204600000,43000000,12400000,,200000,7400000,#REF!
CME,2019-12-31,66400000,3100000,53400000,,268100000,,116100000,719700000,,19100000,340500000,469500000,11400000,363300000,131400000,15900000,300000,,50500000,36200000,#REF!
CME,2019-09-30,57600000,28500000,47800000,,267900000,,121200000,810200000,,22700000,273200000,636300000,32400000,490200000,200600000,46800000,9900000,,10800000,1000000,#REF!
CME,2019-06-30,72500000,75300000,34900000,,267800000,,122400000,473700000,,300000,57200000,513800000,19300000,489600000,222800000,41300000,13700000,,31200000,1300000,#REF!
COP,2019-12-31,6636000000,1817000000,149000000,505000000,67000000,1500000000,84000000,6311000000,11104000000,46000000,3500000000,789000000,7189000000,37000000,5229000000,80000000,6618000000,378000000,,2910000000,#REF!
COP,2018-12-31,6750000000,30000000,123000000,235000000,86000000,1363000000,205000000,6012000000,12934000000,117000000,2999000000,385000000,6257000000,55000000,9359000000,4995000000,3843000000,52000000,,1620000000,#REF!
COP,2017-12-31,4591000000,756000000,175000000,886000000,55000000,1305000000,283000000,7161000000,7077000000,232000000,3000000000,2715000000,855000000,69000000,12356000000,7876000000,7762000000,265000000,,1790000000,#REF!
COP,2016-12-31,4869000000,1168000000,200000000,820000000,44000000,1253000000,225000000,9667000000,4403000000,66000000,126000000,1242000000,3615000000,105000000,764000000,2343000000,3859000000,524000000,,51000000,#REF!
COP,2020-03-31,1649000000,1905000000,1041000000,277000000,458000000,103000000,1442000000,2105000000,122000000,726000000,1179000000,1739000000,79000000,1230000000,24000000,1932000000,297000000,2000000,935000000,24000000,#REF!
COP,2019-12-31,1595000000,436000000,172000000,65000000,463000000,82000000,1513000000,2982000000,22000000,749000000,2096000000,720000000,66000000,1270000000,21000000,3830000000,98000000,2000000,2245000000,37000000,#REF!
COP,2019-09-30,1675000000,2132000000,128000000,75000000,341000000,214000000,1720000000,2337000000,94000000,749000000,1261000000,3056000000,120000000,1132000000,21000000,150000000,150000000,2000000,180000000,21000000,#REF!
COP,2019-06-30,1729000000,327000000,282000000,73000000,346000000,193000000,1515000000,2891000000,49000000,1250000000,273000000,1580000000,211000000,1654000000,19000000,1461000000,184000000,2000000,484000000,39000000,#REF!
COST,2019-09-01,2998000000,796000000,9000000,,536000000,1038000000,4000000,1492000000,6356000000,15000000,519000000,2329000000,3659000000,623000000,1147000000,419000000,2865000000,322000000,,137000000,#REF!
COST,2018-09-02,2969000000,534000000,41000000,,1313000000,689000000,4000000,1437000000,5774000000,37000000,545000000,1509000000,3134000000,421000000,1281000000,6000000,2947000000,1561000000,,18000000,#REF!
COST,2017-09-03,2502000000,506000000,11000000,,894000000,804000000,30000000,1370000000,6726000000,25000000,671000000,1167000000,2679000000,807000000,3218000000,1346000000,2366000000,2258000000,,106000000,#REF!
COST,2016-08-28,2649000000,697000000,55000000,,25000000,746000000,27000000,1255000000,3292000000,50000000,706000000,1422000000,2350000000,547000000,2419000000,1022000000,2345000000,1532000000,,277000000,#REF!
COST,2020-05-10,698000000,99000000,,659000000,287000000,7000000,382000000,1898000000,7000000,35000000,3040000000,838000000,46000000,2999000000,3364000000,1850000000,34000000,,26000000,43000000,#REF!
COST,2020-02-16,545000000,166000000,,1990000000,287000000,10000000,389000000,619000000,2000000,48000000,1241000000,931000000,344000000,1392000000,1339000000,470000000,3201000000,,65000000,5000000,#REF!
COST,2019-11-24,715000000,373000000,,2384000000,573000000,9000000,369000000,2102000000,7000000,356000000,643000000,844000000,236000000,836000000,122000000,630000000,2664000000,,76000000,29000000,#REF!
COST,2019-09-01,1009000000,305000000,,127000000,286000000,1000000,473000000,2293000000,1000000,53000000,1371000000,1097000000,223000000,1000000,342000000,920000000,322000000,,90000000,4000000,#REF!
CRM,2020-01-31,643000000,1524000000,,1000000000,,,,1775000000,4331000000,39000000,,1476000000,126000000,1010000000,164000000,676000000,2980000000,1680000000,840000000,1968000000,#REF!
CRM,2019-01-31,595000000,741000000,,923000000,,,,982000000,3398000000,26000000,,126000000,1110000000,826000000,2010000000,1306000000,5308000000,1577000000,704000000,402000000,#REF!
CRM,2018-01-31,534000000,978000000,,719000000,,,,784000000,2738000000,12000000,,936000000,360000000,746000000,221000000,429000000,2011000000,1489000000,650000000,1452000000,#REF!
CRM,2017-01-31,464000000,789000000,,633000000,,,,632000000,2162000000,27000000,,449000000,323000000,671000000,998000000,597000000,2684000000,1221000000,401000000,973000000,#REF!
CRM,2020-01-31,136000000,480000000,3599000000,,,,553000000,1632000000,15000000,,277000000,248000000,381000000,125000000,165000000,1465000000,3756000000,290000000,1299000000,,#REF!
CRM,2019-10-31,170000000,537000000,29000000,,,,608000000,298000000,18000000,,358000000,109000000,386000000,15000000,164000000,63000000,544000000,179000000,139000000,,#REF!
CRM,2019-07-31,178000000,445000000,146000000,,,,395000000,436000000,1000000,,600000000,91000000,60000000,183000000,335000000,852000000,568000000,152000000,251000000,,#REF!
CRM,2019-04-30,159000000,62000000,2774000000,,,,376000000,1965000000,5000000,,1441000000,392000000,945000000,207000000,12000000,726000000,964000000,219000000,557000000,,#REF!
CSCO,2019-07-27,909000000,1359000000,113000000,84000000,131000000,5979000000,12000000,1774000000,15831000000,,21579000000,2779000000,11621000000,776000000,27889000000,1084000000,14837000000,1494000000,640000000,17911000000,#REF!
CSCO,2018-07-28,834000000,2251000000,169000000,269000000,244000000,5968000000,19000000,1961000000,13666000000,,18250000000,2780000000,110000000,30000000,31764000000,8000000000,15318000000,1709000000,623000000,19091000000,#REF!
CSCO,2017-07-29,964000000,1766000000,25000000,756000000,394000000,5511000000,4000000,1915000000,13876000000,,4304000000,4034000000,9609000000,1830000000,3806000000,5326000000,6036000000,1994000000,708000000,1751000000,#REF!
CSCO,2016-07-30,1146000000,1079000000,279000000,404000000,315000000,4750000000,191000000,1880000000,13570000000,,4466000000,754000000,10739000000,893000000,4699000000,3111000000,8117000000,1154000000,1127000000,4032000000,#REF!
CSCO,2020-04-25,171000000,357000000,310000000,118000000,1519000000,,446000000,4237000000,,1093000000,1871000000,2774000000,2000000,2602000000,,236000000,547000000,1000000,437000000,9000000,#REF!
CSCO,2020-01-25,189000000,273000000,569000000,9000000,1486000000,,457000000,3800000000,,1107000000,114000000,2878000000,312000000,4757000000,,843000000,3000000,332000000,915000000,4000000,#REF!
CSCO,2019-10-26,202000000,518000000,515000000,34000000,1486000000,,461000000,3587000000,,978000000,3159000000,2926000000,650000000,8668000000,,1922000000,113000000,2000000,2283000000,16000000,#REF!
CSCO,2019-07-27,208000000,521000000,1644000000,132000000,1490000000,,341000000,3942000000,,4936000000,1499000000,2206000000,294000000,5132000000,,2689000000,1021000000,319000000,2890000000,62000000,#REF!
CVS,2019-12-31,2457000000,344000000,25000000,2158000000,1075000000,2603000000,47000000,4371000000,12848000000,,112000000,1659000000,6634000000,1182000000,7850000000,5320000000,3339000000,3550000000,210000000,485000000,#REF!
CVS,2018-12-31,2037000000,6853000000,447000000,1139000000,1153000000,2038000000,21000000,2718000000,8865000000,,97000000,2395000000,594000000,149000000,36819000000,38265000000,43285000000,2329000000,242000000,125000000,#REF!
CVS,2017-12-31,1918000000,678000000,1000000,941000000,514000000,2049000000,298000000,2479000000,8007000000,,4432000000,1620000000,6622000000,671000000,6751000000,598000000,2877000000,1710000000,329000000,76000000,#REF!
CVS,2016-12-31,2224000000,1020000000,70000000,243000000,742000000,1840000000,267000000,2475000000,10141000000,,4533000000,912000000,5317000000,125000000,6761000000,614000000,2470000000,2189000000,296000000,11000000,#REF!
CVS,2020-03-31,742000000,66000000,2715000000,541000000,652000000,5000000,1086000000,3305000000,,16000000,4383000000,2007000000,392000000,2675000000,3193000000,1597000000,1928000000,154000000,247000000,4000000,#REF!
CVS,2019-12-31,567000000,257000000,154000000,1488000000,651000000,31000000,1096000000,2634000000,,27000000,485000000,1747000000,162000000,1440000000,778000000,709000000,1220000000,27000000,90000000,11000000,#REF!
CVS,2019-09-30,601000000,416000000,1631000000,526000000,646000000,2000000,1092000000,2928000000,,5000000,869000000,1530000000,634000000,2968000000,2368000000,829000000,1413000000,72000000,119000000,21000000,#REF!
CVS,2019-06-30,573000000,88000000,1308000000,62000000,657000000,4000000,1072000000,5338000000,,36000000,170000000,1936000000,233000000,4258000000,3577000000,910000000,939000000,10000000,215000000,2000000,#REF!
CVX,2019-12-31,14116000000,3917000000,18000000,1852000000,7000000,8959000000,1245000000,18546000000,27314000000,332000000,2935000000,3570000000,2924000000,110000000,19758000000,7846000000,11458000000,109000000,,1094000000,#REF!
CVX,2018-12-31,13792000000,2923000000,91000000,437000000,424000000,8502000000,111000000,19017000000,30618000000,91000000,604000000,4538000000,14824000000,269000000,13699000000,4502000000,12290000000,494000000,,609000000,#REF!
CVX,2017-12-31,13404000000,7122000000,78000000,915000000,267000000,8132000000,16000000,18367000000,20338000000,65000000,604000000,2471000000,9195000000,449000000,14554000000,7461000000,8320000000,998000000,,170000000,#REF!
CVX,2016-12-31,18109000000,2922000000,63000000,2121000000,603000000,8032000000,2034000000,16389000000,12690000000,53000000,604000000,3708000000,497000000,876000000,25000000,7470000000,16370000000,366000000,,297000000,#REF!
CVX,2020-03-31,3133000000,2265000000,2986000000,733000000,2402000000,399000000,4288000000,4722000000,163000000,1573000000,2779000000,3599000000,316000000,1378000000,5358000000,3158000000,3268000000,,11000000,5000000,#REF!
CVX,2019-12-31,4210000000,5991000000,402000000,27000000,2228000000,275000000,5757000000,5657000000,327000000,1090000000,5909000000,6610000000,114000000,9271000000,5951000000,2622000000,872000000,,75000000,2000000,#REF!
CVX,2019-09-30,3369000000,676000000,1344000000,858000000,2237000000,350000000,4361000000,7817000000,27000000,1005000000,3129000000,2580000000,164000000,1093000000,2157000000,3568000000,1265000000,,21000000,8000000,#REF!
CVX,2019-06-30,3584000000,918000000,437000000,220000000,2250000000,299000000,4334000000,8783000000,12000000,825000000,4000000,4305000000,495000000,5559000000,2482000000,3240000000,444000000,,28000000,2000000,#REF!
DE,2019-11-03,3449000000,197000000,116000000,869000000,780000000,943000000,2165000000,1869000000,3412000000,56000000,1253000000,59000000,3253000000,233000000,509000000,2643000000,3924000000,46000000,178000000,51000000,#REF!
DE,2018-10-28,2950000000,1600000000,93000000,1531000000,1772000000,806000000,1563000000,1782000000,1822000000,26000000,958000000,5452000000,2368000000,1026000000,876000000,2516000000,8176000000,722000000,217000000,57000000,#REF!
DE,2017-10-29,2592000000,387000000,88000000,839000000,1305000000,764000000,627000000,1598000000,2196000000,157000000,6000000,4977000000,2159000000,32000000,4286000000,4615000000,1662000000,968000000,529000000,286000000,#REF!
DE,2016-10-30,2955100000,366500000,64700000,335200000,106100000,761300000,640900000,1457800000,3769700000,13000000,205400000,173600000,1523900000,238600000,2405900000,1410500000,1177200000,155200000,36000000,1800000,#REF!
DE,2020-05-03,613000000,176000000,561000000,146000000,239000000,839000000,529000000,1284000000,101000000,149000000,5293000000,666000000,22000000,5106000000,5520000000,996000000,427000000,17000000,16000000,43000000,#REF!
DE,2020-02-02,788000000,160000000,70000000,642000000,242000000,1404000000,538000000,508000000,1000000,114000000,246000000,516000000,36000000,763000000,422000000,1026000000,1134000000,53000000,16000000,38000000,#REF!
DE,2019-11-03,1231000000,66000000,1337000000,388000000,240000000,1121000000,347000000,3008000000,32000000,373000000,474000000,721000000,273000000,707000000,105000000,1795000000,352000000,45000000,13000000,34000000,#REF!
DE,2019-07-28,803000000,133000000,525300000,226300000,240700000,1292700000,505500000,1898800000,10800000,399600000,103400000,899000000,19700000,256200000,372200000,1756800000,239600000,38300000,8700000,26400000,#REF!
DHR,2019-12-31,635500000,122900000,369600000,156400000,21900000,526700000,43100000,1189500000,3951600000,45100000,,19124500000,3008200000,452200000,16365900000,13350100000,1238100000,397100000,1573300000,241000000,#REF!
DHR,2018-12-31,583500000,273200000,17900000,54500000,134400000,433400000,75200000,1177700000,4022000000,117700000,,157500000,2650900000,131700000,797400000,442100000,2949400000,22600000,96000000,123700000,#REF!
DHR,2017-12-31,570700000,139300000,124200000,142500000,3100000,378300000,57300000,1116900000,3477800000,130700000,,333400000,2492100000,351300000,3098500000,2664800000,843400000,482400000,68800000,137900000,#REF!
DHR,2016-12-31,589600000,131200000,700400000,183100000,9400000,399800000,47900000,1128100000,3521800000,148600000,,172900000,2553700000,188300000,2042700000,2978400000,5243000000,305800000,164500000,264800000,#REF!
DHR,2020-04-03,132500000,38200000,181600000,175600000,138100000,35200000,297800000,819000000,128500000,,15544600000,595100000,128100000,4633500000,4761600000,20868600000,10000000,10300000,37300000,300000,#REF!
DHR,2019-12-31,132500000,38200000,181600000,175600000,138100000,35200000,297800000,819000000,128500000,,15544600000,1275100000,128100000,4633500000,4761600000,20868600000,0,10300000,37300000,300000,#REF!
DHR,2019-09-27,181900000,50500000,33700000,2100000,151100000,13000000,327700000,965600000,30200000,,8818500000,668000000,14500000,8127700000,7604600000,244600000,34500000,32000000,73200000,642200000,#REF!
DHR,2019-06-28,180800000,46200000,66400000,39200000,121700000,8100000,330800000,1171500000,24000000,,1523600000,731300000,183500000,605000000,681800000,228900000,14700000,45700000,49100000,800000,#REF!
DIS,2019-09-28,4876000000,2964000000,2190000000,55000000,223000000,2895000000,10659000000,4160000000,6606000000,98000000,,1300000000,11054000000,932000000,1090000000,3677000000,4118000000,191000000,318000000,,#REF!
DIS,2018-09-29,4465000000,477000000,378000000,720000000,17000000,2515000000,710000000,3011000000,14295000000,25000000,,91000000,12598000000,927000000,8843000000,2583000000,5336000000,235000000,210000000,,#REF!
DIS,2017-09-30,3623000000,691000000,1125000000,107000000,5000000,2445000000,71000000,2782000000,12343000000,31000000,,696000000,8980000000,52000000,8959000000,3703000000,4111000000,368000000,276000000,,#REF!
DIS,2016-10-01,4773000000,2426000000,607000000,393000000,186000000,2313000000,135000000,2527000000,13136000000,123000000,,35000000,9391000000,443000000,7220000000,2940000000,5758000000,40000000,259000000,,#REF!
DIS,2020-03-28,1247000000,810000000,2252000000,11000000,1587000000,189000000,1333000000,3180000000,117000000,,7504000000,460000000,141000000,5499000000,6984000000,1058000000,47000000,81000000,,21000000,#REF!
DIS,2019-12-28,1338000000,679000000,1424000000,81000000,1587000000,12000000,1298000000,1611000000,41000000,,1419000000,2107000000,33000000,1117000000,1177000000,1350000000,841000000,126000000,,186000000,#REF!
DIS,2019-09-28,1309000000,1789000000,1483000000,127000000,1585000000,10976000000,1296000000,2020000000,145000000,,1902000000,1054000000,482000000,13444000000,11605000000,9667000000,28000000,40000000,,294000000,#REF!
DIS,2019-06-29,1177000000,1530000000,1042000000,77000000,1585000000,75000000,1304000000,1393000000,28000000,,2865000000,1760000000,404000000,342000000,1159000000,1102000000,502000000,195000000,,1696000000,#REF!
DUK,2019-12-31,11122000000,158000000,817000000,78000000,122000000,2668000000,517000000,5176000000,8209000000,,,18000000,3748000000,441000000,3730000000,3235000000,11957000000,164000000,384000000,318000000,#REF!
DUK,2018-12-31,9389000000,950000000,29000000,345000000,156000000,2471000000,377000000,4696000000,7186000000,,,86000000,2666000000,1439000000,2960000000,3564000000,10060000000,479000000,1838000000,294000000,#REF!
DUK,2017-12-31,8052000000,749000000,1000000,83000000,268000000,2450000000,284000000,4046000000,6624000000,,,36000000,3059000000,1360000000,1782000000,4231000000,8442000000,204000000,1838000000,106000000,#REF!
