Symbol,Nombre oficial,Sector,Subsector,Security Name,Country
ENG,ENGlobal,Industrials,Construction & Engineering,ENGlobal Corporation - Common Stock,United States
ENOC,"EnerNOC, Inc.",,,"EnerNOC, Inc. - Common Stock",Germany
ENPH,Enphase Energy,Energy,Renewable Energy,"Enphase Energy, Inc. - Common Stock",United States
ENSG,Ensign Group,Health Care,Healthcare Providers & Services,"The Ensign Group, Inc. - Common Stock",United States
ENT,Entain,Real Estate,Hotels & Entertainment Services,Global Eagle Entertainment Inc. - Common Stock,Germany
ENTA,Enanta Pharma,Health Care,Biotechnology & Medical Research,"Enanta Pharmaceuticals, Inc. - Common Stock",United States
ENTG,Entegris,Information Technology,Semiconductors & Semiconductor Equipment,"Entegris, Inc. - Common Stock",United States
ENTR,"Entropic Communications, Inc.",,,"Entropic Communications, Inc. - Common Stock",Germany
ENVI,Envipco Hldg,Utilities,Professional & Commercial Services,"Envivio, Inc. - Common Stock",United States
ENZN,Enzon Pharma,Health Care,Biotechnology & Medical Research,"Enzon Pharmaceuticals, Inc. - Common Stock",India
ENZY,Enzymatica,Health Care,Pharmaceuticals,Enzymotec Ltd. - Ordinary Shares,India
EOG,"EOG RESOURCES, INC.",Energy,Oil & Gas,EOG Resources Inc. Common Stock,United States
EOPN,"E2open, Inc.",,,"E2open, Inc. - Common Stock",United States
EPAX,"Ambassadors Group, Inc.",,,"Ambassadors Group, Inc. - Common Stock",India
EPAY,"Bottomline Technologies, Inc.",,,"Bottomline Technologies, Inc. - Common Stock",United States
EPIQ,"EPIQ Systems, Inc.",,,"EPIQ Systems, Inc. - Common Stock",India
EPRS,"EPIRUS Biopharmaceuticals, Inc.",,,"EPIRUS Biopharmaceuticals, Inc. - Common Stock",Germany
EPZM,Epizyme,Health Care,Biotechnology & Medical Research,"Epizyme, Inc. - Common Stock",United States
EQIX,"EQUINIX, INC.",Real Estate,Residential & Commercial REIT,"Equinix, Inc. - Common Stock",United States
EQR,EQUITY RESIDENTIAL,Real Estate,Residential & Commercial REIT,Equity Residential Common Shares of Beneficial Interest,United States
ERI,"Eldorado Resorts, Inc.",,,"Eldorado Resorts, Inc. - Common Stock",Singapore
ERIC,Telefonaktiebolaget LM Ericsson,Communication Services,Communications & Networking,Ericsson - ADS each representing 1 underlying Class B share,Sweden
ERIE,Erie Indemnity,Financials,Insurance,Erie Indemnity Company - Class A Common Stock,United States
ERII,"ENERGY RECOVERY, INC.",Industrials,"Machinery, Equipment & Components","Energy Recovery, Inc. - Common Stock",United States
EROC,"Eagle Rock Energy Partners, L.P.",,,"Eagle Rock Energy Partners, L.P. - Common Units Representing Limited Partner Interests",Australia
ERS,"Empire Resources, Inc.",,,"Empire Resources, Inc. - Common Stock",India
ERW,Errawarra Rsrcs,Metals & Mining,Metals & Mining,VelocityShares Equal Risk Weighted Large Cap ETF,United Kingdom
ES,Eversource,Utilities,Electrical Utilities & IPPs,Eversource Energy (D/B/A) Common Stock,United States
ESBF,ESB Financial Corporation,,,ESB Financial Corporation - Common Stock,India
ESBK,Elmira Savings Bank NY (The),,,Elmira Savings Bank NY (The) - Common Stock,United States
ESCA,Escalade,Consumer Staples,Leisure Products,"Escalade, Incorporated - Common Stock",United States
ESCR,Escalera Resources Co.,,,Escalera Resources Co. - Common Stock,United States
ESCRP,Escalera Resources Co.,,,Escalera Resources Co. - Series A Cumulative Preferred Stock,United States
ESEA,Euroseas,Utilities,Freight & Logistics Services,Euroseas Ltd. - Common Stock,Greece
ESGR,Enstar Group,Financials,Insurance,Enstar Group Limited - Ordinary Shares,Bermuda
ESIO,"Electro Scientific Industries, Inc.",,,"Electro Scientific Industries, Inc. - Common Stock",Italy
ESLT,Elbit Systems,Aerospace & Defense,Aerospace & Defense,Elbit Systems Ltd. - Ordinary Shares,Israel
ESMC,Escalon Med,Health Care,Healthcare Equipment & Supplies,Escalon Medical Corp. - Common Stock,United Kingdom
ESPR,Esperion Thera,Health Care,Pharmaceuticals,"Esperion Therapeutics, Inc. - Common Stock",United States
ESRX,Express Scripts Holding Company,,,Express Scripts Holding Company - Common Stock,Malaysia
ESS,Essex Prpty Tr,Real Estate,Residential & Commercial REIT,Essex Property Trust Inc. Common Stock,United States
ESSA,ESSA Bancorp,Financials,Banking Services,"ESSA Bancorp, Inc. - common stock",United States
ESSX,Essex Rental Corporation,,,Essex Rental Corporation - Common Stock,United States
ESXB,Community Bankers Trust Corporation.,,,Community Bankers Trust Corporation. - Common Stock,United States
ETFC,E*TRADE Financial Corporation,Financials,,E*TRADE Financial Corporation - Common Stock,United States
ETN,EATON CORPORATION PUBLIC LIMITED COMPANY,Industrials,"Machinery, Equipment & Components",Eaton Corporation PLC Ordinary Shares,Ireland
ETR,Entergy,Utilities,Electrical Utilities & IPPs,Entergy Corporation Common Stock,United States
ETRM,EnteroMedics Inc.,,,EnteroMedics Inc. - Common Stock,Germany
EUFN,iShares MSCI Europe Financials Sector Index Fund,,,iShares MSCI Europe Financials Sector Index Fund,Germany
EVAL,iShares MSCI Emerging Markets Value Index Fund,,,iShares MSCI Emerging Markets Value Index Fund,Canada
EVAR,"Lombard Medical, Inc.",,,"Lombard Medical, Inc. - Ordinary Shares",Indonesia
EVBS,"Eastern Virginia Bankshares, Inc.",,,"Eastern Virginia Bankshares, Inc. - Common Stock",United States
EVEP,"EV Energy Partners, L.P.",,,"EV Energy Partners, L.P. - common units representing limited partnership interest",United States
EVK,Ever Glory Intl,Industrials,Textiles & Apparel,"Ever-Glory International Group, Inc. - Common Stock",China
EVLV,Evolv Tech Hldg,Communication Services,Communications & Networking,EVINE Live Inc. - Common Stock,Germany
EVOK,Evoke Pharma,Health Care,Pharmaceuticals,"Evoke Pharma, Inc. - Common Stock",United States
EVOL,Symbolic Logic,Information Technology,Software & IT Services,"Evolving Systems, Inc. - Common Stock",United States
EVRY,"EveryWare Global, Inc.",,,"EveryWare Global, Inc. - Common Stock",Germany
EW,EDWARDS LIFESCIENCES CORPORATION,Health Care,Healthcare Equipment & Supplies,Edwards Lifesciences Corporation Common Stock,United States
EWBC,East West Bancp,Financials,Banking Services,"East West Bancorp, Inc. - Common Stock",United States
EXA,Examobile,,,Exa Corporation - Common Stock,India
EXAC,"Exactech, Inc.",,,"Exactech, Inc. - Common Stock",India
EXAS,EXACT Sci,Health Care,Biotechnology & Medical Research,Exact Sciences Corporation - Common Stock,United States
EXC,EXELON CORPORATION,Utilities,Electrical Utilities & IPPs,Exelon Corporation Common Stock,United States
EXEL,Exelixis,Health Care,Biotechnology & Medical Research,"Exelixis, Inc. - Common Stock",United States
EXFO,EXFO Inc,,,EXFO Inc - Subordinate Voting Shares,Canada
EXLP,"Exterran Partners, L.P.",,,"Exterran Partners, L.P. - Common Units representing Limited Partner Interests",Germany
EXLS,ExlService,Utilities,Professional & Commercial Services,"ExlService Holdings, Inc. - Common Stock",United States
EXPD,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC",Utilities,Freight & Logistics Services,"Expeditors International of Washington, Inc. - Common Stock",United States
EXPE,"EXPEDIA GROUP, INC.",Real Estate,Hotels & Entertainment Services,"Expedia, Inc. - Common Stock",United States
EXPO,Exponent,Utilities,Professional & Commercial Services,"Exponent, Inc. - Common Stock",United States
EXR,Extra Space,Real Estate,Residential & Commercial REIT,Extra Space Storage Inc Common Stock,United States
EXTR,Extreme Networks,Communication Services,Communications & Networking,"Extreme Networks, Inc. - Common Stock",United States
EXXI,Energy XXI Ltd.,,,Energy XXI Ltd. - Common Stock,Germany
EYES,Second Sight Med,Health Care,Healthcare Equipment & Supplies,"Second Sight Medical Products, Inc. - Common Stock",United States
EZCH,EZchip Semiconductor Limited,,,EZchip Semiconductor Limited - Ordinary Shares,India
EZPW,EZCORP,Financials,Banking Services,"EZCORP, Inc. - Class A Non-Voting Common Stock",United States
F,FORD MOTOR COMPANY,Industrials,Automobiles & Auto Parts,Ford Motor Company Common Stock,United States
FALC,FalconStor Sof,Information Technology,Software & IT Services,"FalconStor Software, Inc. - Common Stock",Australia
FANG,"DIAMONDBACK ENERGY, INC.",Energy,Oil & Gas,"Diamondback Energy, Inc. - Commmon Stock",United States
FARM,Farmer Bros,Consumer Staples,Food & Tobacco,Farmer Brothers Company - Common Stock,United States
FARO,FARO Tech,Industrials,Electronic Equipment & Parts,"FARO Technologies, Inc. - Common Stock",United States
FAST,Fastenal Company,Industrials,"Machinery, Equipment & Components",Fastenal Company - Common Stock,United States
FATE,Fate,Health Care,Biotechnology & Medical Research,"Fate Therapeutics, Inc. - Common Stock",United States
FB,"Facebook, Inc.",Communication Services,,"Facebook, Inc. - Class A Common Stock",United States
FBHS,"FORTUNE BRANDS HOME & SECURITY, INC.",Real Estate,Homebuilding & Construction Supplies,Fortune Brands Home & Security Inc. Common Stock,United States
FBIZ,First Bus Fincl,Financials,Banking Services,"First Business Financial Services, Inc. - Common Stock",United States
FBMS,First Bancshares,Financials,Banking Services,"The First Bancshares, Inc. - Common Stock",United States
FBNC,First Bancorp NC,Financials,Banking Services,First Bancorp - Common Stock,United States
FBNK,"First Connecticut Bancorp, Inc.",,,"First Connecticut Bancorp, Inc. - Common Stock",Germany
FBRC,FBR & Co,,,FBR & Co - Common Stock,India
FBSS,"Fauquier Bankshares, Inc.",,,"Fauquier Bankshares, Inc. - Common Stock",India
FCAP,First Capita,Financials,Banking Services,"First Capital, Inc. - Common Stock",United States
FCBC,Fst Commty Bk,Financials,Banking Services,"First Community Bancshares, Inc. - Common Stock",United States
FCCO,First Community,Financials,Banking Services,First Community Corporation - Common Stock,United States
FCCY,1st Constitution Bancorp (NJ),,,1st Constitution Bancorp (NJ) - Common Stock,United States
FCEL,Fuelcell Energy,Energy,Renewable Energy,"FuelCell Energy, Inc. - Common Stock",United States
FCFS,"FIRSTCASH, INC.",Financials,Banking Services,"First Cash Financial Services, Inc. - Common Stock",United States
FCHI,iShares FTSE China (HK Listed) Index Fund,,,iShares FTSE China (HK Listed) Index Fund,France
FCLF,First Clover Leaf Financial Corp.,,,First Clover Leaf Financial Corp. - Common Stock,India
FCNCA,1st Citizen Banc,Financials,Banking Services,"First Citizens BancShares, Inc. - Class A Common Stock",United States
FCS,"Fairchild Semiconductor International, Inc.",,,"Fairchild Semiconductor International, Inc. - Common Stock",Canada
FCSC,Fibrocell Science Inc,,,Fibrocell Science Inc - Common Stock,Germany
FCTY,"1st Century Bancshares, Inc",,,"1st Century Bancshares, Inc - Common Stock",Germany
FCVA,"First Capital Bancorp, Inc. (VA)",,,"First Capital Bancorp, Inc. (VA) - Common Stock",United States
FCX,FREEPORT-MCMORAN INC.,Metals & Mining,Metals & Mining,Freeport-McMoRan Inc. Common Stock,United States
FCZA,First Citizens Banc Corp.,,,First Citizens Banc Corp. - Common Stock,United States
FCZAP,First Citizens Banc Corp.,,,"First Citizens Banc Corp. - Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share, Series B",United States
FDEF,First Defiance Financial Corp.,,,First Defiance Financial Corp. - Common Stock,Germany
FDIV,First Trust Strategic Income ETF,,,First Trust Strategic Income ETF,Germany
FDML,Federal,,,Federal-Mogul Holdings Corporation - Class A Common Stock,Germany
FDUS,Fidus Investment,Financials,Collective Investments,Fidus Investment Corporation - Common Stock,United States
FDX,FEDEX CORPORATION,Utilities,Freight & Logistics Services,FedEx Corporation Common Stock,United States
FE,FIRSTENERGY CORP.,Utilities,Electrical Utilities & IPPs,FirstEnergy Corp. Common Stock,United States
FEIC,FEI Company,,,FEI Company - Common Stock,Singapore
FEIM,Frequency Elect,Industrials,"Machinery, Equipment & Components","Frequency Electronics, Inc. - Common Stock",United States
FELE,"FRANKLIN ELECTRIC CO., INC.",Industrials,"Machinery, Equipment & Components","Franklin Electric Co., Inc. - Common Stock",United States
FEMB,First Trust Emerging Markets Local Currency Bond ETF,,,First Trust Emerging Markets Local Currency Bond ETF,Germany
FES,Forbes Energy Services Ltd,,,Forbes Energy Services Ltd - Ordinary shares (Bermuda),United States
FEUZ,First Trust Eurozone AlphaDEX ETF,,,First Trust Eurozone AlphaDEX ETF,Canada
FEYE,"FireEye, Inc.",,,"FireEye, Inc. - Common Stock",United States
FFBC,First Fin Banc,Financials,Banking Services,First Financial Bancorp. - Common Stock,United States
FFBCW,First Financial Bancorp.,,,First Financial Bancorp. - Warrant 12/23/2018,Sweden
FFHL,Fuwei Films Hldg,Energy,Chemicals,"Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES",China
FFIC,Flushing Finl,Financials,Banking Services,Flushing Financial Corporation - Common Stock,United States
FFIN,Frst Fincl,Financials,Banking Services,"First Financial Bankshares, Inc. - Common Stock",United States
FFIV,"F5, INC.",Information Technology,Software & IT Services,"F5 Networks, Inc. - Common Stock",United States
FFKT,Farmers Capital Bank Corporation,,,Farmers Capital Bank Corporation - Common Stock,Turkey
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",,,"First Federal of Northern Michigan Bancorp, Inc. - Common Stock",France
FFNW,First Finl North,Financials,Banking Services,"First Financial Northwest, Inc. - Common Stock",United States
FFWM,First Foundation,Financials,Banking Services,First Foundation Inc. - Common Stock,United States
FGEN,"FIBROGEN, INC.",Health Care,Biotechnology & Medical Research,"FibroGen, Inc - Common Stock",United States
FHCO,Female Health Company (The),,,Female Health Company (The) - Common Stock,United States
FIBK,First Intst,Financials,Banking Services,"First Interstate BancSystem, Inc. - Class A Common Stock",United States
FINL,"The Finish Line, Inc.",,,"The Finish Line, Inc. - Class A Common Stock",Germany
FIS,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",Information Technology,Financial Technology (Fintech) & Infrastructure,Fidelity National Information Services Inc. Common Stock,United States
FISH,FKS Multi Agro,Consumer Staples,Food & Tobacco,"Marlin Midstream Partners, LP - Common Units representing Limited Partner Interests.",United States
FISI,Financial Instn,Financials,Banking Services,"Financial Institutions, Inc. - Common Stock",United States
FISV,"FISERV, INC.",Utilities,Professional & Commercial Services,"Fiserv, Inc. - Common Stock",United States
FITB,FIFTH THIRD BANCORP,Financials,Banking Services,Fifth Third Bancorp - Common Stock,United States
FITBI,FIFTH THIRD BANCORP,Financials,Banking Services,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,United States
FIVE,Five Below,Consumer Staples,Diversified Retail,"Five Below, Inc. - Common Stock",United States
FIVN,"FIVE9, INC.",Information Technology,Software & IT Services,"Five9, Inc. - Common Stock",United States
FIZZ,Natl Beverage,Consumer Staples,Beverages,National Beverage Corp. - Common Stock,United States
FLAT,Barclays PLC,,,Barclays PLC - iPath US Treasury Flattener ETN,United States
FLDM,Fluidigm Corporation,,,Fluidigm Corporation - Common Stock,United States
FLEX,FLEX LTD.,Industrials,Electronic Equipment & Parts,Flextronics International Ltd. - Ordinary Shares,Singapore
FLIC,First Long Isl,Financials,Banking Services,The First of Long Island Corporation - Common Stock,United States
FLIR,"FLIR Systems, Inc.",Information Technology,,"FLIR Systems, Inc. - Common Stock",United States
FLL,Full House Resor,Real Estate,Hotels & Entertainment Services,"Full House Resorts, Inc. - Common Stock",United States
FLML,Flamel Technologies S.A.,,,Flamel Technologies S.A. - American Depositary Shares each representing one Ordinary Share,France
FLS,FLOWSERVE CORPORATION,Industrials,"Machinery, Equipment & Components",Flowserve Corporation Common Stock,United States
